Year,State,Commodity,Mode,Commodity Group,Trade Type,Trade Value,Shipwt Metric Ton,Shipwt Pound
2016,U.S-Mexico Trade,Arms and Ammunition and Parts,Mail,90 - 97  Miscellaneous,Export,550353,0,0
2022,U.S-Mexico Trade,Copper and Articles,Air,72 - 83  Metals,Export,16317423,932.292,2055353.697
2022,U.S-Mexico Trade,Tanning or Dyeing Extracts,Rail,28 - 38  Chemicals & Allied Industries,Export,59549382,0,0
2021,U.S-Mexico Trade,Mineral Fuels; Oils and Waxes,Pipeline,25 - 27  Mineral Products,Export,21222307602,0,0
2017,U.S-Mexico Trade,Miscellaneous Edible Preparations,Vessel,16 - 24  Foodstuffs,Export,19006010,5150.916,11355835.2
2021,U.S-Mexico Trade,Plastics and Articles,Air,39 - 40  Plastics / Rubbers,Export,262642121,13301.533,29324884.43
2024,U.S-Mexico Trade,Iron and Steel,Air,72 - 83  Metals,Export,6227328,2176.277,4797873.409
2020,U.S-Mexico Trade,Inorganic Chemicals,Air,28 - 38  Chemicals & Allied Industries,Import,278712130,437.655,964864.8949
2017,U.S-Mexico Trade,Pharmaceutical Products,Vessel,28 - 38  Chemicals & Allied Industries,Export,48409005,729.236,1607691.491
2019,U.S-Mexico Trade,Stone; Plaster; Cement and Asbestos,Truck,68 - 71  Stone / Glass,Import,1664262876,1878794.202,4142035578
2024,U.S-Mexico Trade,Animal or Vegetable Fats and Oils,Vessel,06 - 15  Vegetable Products,Import,1083676096,1022071.979,2253284844
2015,U.S-Mexico Trade,Musical Instruments and Parts,Rail,90 - 97  Miscellaneous,Export,2517139,0,0
2016,U.S-Mexico Trade,Ceramic Products,Truck,68 - 71  Stone / Glass,Export,505298145,0,0
2014,U.S-Mexico Trade,Footwear,Rail,64 - 67  Footwear / Headgear,Export,2749096,0,0
2015,U.S-Mexico Trade,Umbrellas and Walking Sticks,Truck,64 - 67  Footwear / Headgear,Import,6195961,471.878,1040313.757
2019,U.S-Mexico Trade,Soap and Organic Surface-Active Agents,Air,28 - 38  Chemicals & Allied Industries,Export,7919310,1067.077,2352503.997
2014,U.S-Mexico Trade,Miscellaneous Articles of Base Metals,Air,72 - 83  Metals,Export,88123296,6193.726,13654839.56
2015,U.S-Mexico Trade,Cotton,Air,50 - 63  Textiles,Import,372766,46.549,102623.0604
2024,U.S-Mexico Trade,Fertilizers,Other,28 - 38  Chemicals & Allied Industries,Export,4227865,0,0
2019,U.S-Mexico Trade,Plastics and Articles,Other,39 - 40  Plastics / Rubbers,Import,299675,86.53,190766.149
2016,U.S-Mexico Trade,Ships and Boats,Other,86 - 89  Transportation,Import,1268251,44.217,97481.8774
2014,U.S-Mexico Trade,Special Classification Provisions,Truck,98 - 99  Service,Import,13711207858,1967861.237,4338394939
2022,U.S-Mexico Trade,Preparations of Cereals and Flour,Vessel,16 - 24  Foodstuffs,Export,5132200,1447.94,3192163.881
2022,U.S-Mexico Trade,Glass,Rail,68 - 71  Stone / Glass,Export,72667871,0,0
2020,U.S-Mexico Trade,Pearls; Stones; Metals and Imitation Jewelry,Truck,68 - 71  Stone / Glass,Import,7443894934,11621.535,25621119.85
2014,U.S-Mexico Trade,Miscellaneous Manufactured Articles,Air,90 - 97  Miscellaneous,Export,14141524,367.709,810660.2224
2014,U.S-Mexico Trade,Mineral Fuels; Oils and Waxes,Vessel,25 - 27  Mineral Products,Export,31366291466,53884655.63,1.18795E+11
2016,U.S-Mexico Trade,Man-made Filaments,Truck,50 - 63  Textiles,Export,765241247,0,0
2015,U.S-Mexico Trade,Live Trees and Plants,Rail,06 - 15  Vegetable Products,Export,168738,0,0
2014,U.S-Mexico Trade,Copper and Articles,Foreign Trade Zones,72 - 83  Metals,Import,98580,8.941,19711.5469
2023,U.S-Mexico Trade,Preparations of Cereals and Flour,Air,16 - 24  Foodstuffs,Export,2906013,758.169,1671477.89
2022,U.S-Mexico Trade,Knitted or Crocheted Apparel,Mail,50 - 63  Textiles,Export,337456,0,0
2023,U.S-Mexico Trade,Vehicles Other than Railway,Vessel,86 - 89  Transportation,Export,1164015711,61566.379,135730742.6
2018,U.S-Mexico Trade,Lead and Articles,Vessel,72 - 83  Metals,Export,56436,4.163,9177.8508
2016,U.S-Mexico Trade,Arms and Ammunition and Parts,Truck,90 - 97  Miscellaneous,Export,264700094,0,0
2016,U.S-Mexico Trade,Ceramic Products,Mail,68 - 71  Stone / Glass,Export,102685,0,0
2022,U.S-Mexico Trade,Iron and Steel,Vessel,72 - 83  Metals,Import,2735283894,3163427.655,6974169860
2018,U.S-Mexico Trade,Edible Vegetables and Roots,Rail,06 - 15  Vegetable Products,Export,115230578,0,0
2021,U.S-Mexico Trade,Essential Oils and Resinoids,Vessel,28 - 38  Chemicals & Allied Industries,Export,42573615,1449.076,3194668.333
2024,U.S-Mexico Trade,Miscellaneous Articles of Base Metals,Rail,72 - 83  Metals,Import,62885828,33287.946,73387418.65
2015,U.S-Mexico Trade,Fertilizers,Air,28 - 38  Chemicals & Allied Industries,Export,744182,732.077,1613954.83
2014,U.S-Mexico Trade,Products of Animal Origin,Air,01 - 05  Animal & Animal Products,Import,977151,3.56,7848.4613
2018,U.S-Mexico Trade,Electrical Machinery; Equipment and Parts,Air,84 - 85  Machinery / Electrical,Export,7037850508,30545.246,67340795.15
2015,U.S-Mexico Trade,Zinc and Articles,Air,72 - 83  Metals,Export,944433,126.118,278042.8198
2016,U.S-Mexico Trade,Wadding; Felt and Nonwovens,Rail,50 - 63  Textiles,Export,17764995,0,0
2022,U.S-Mexico Trade,Locomotives and Traffic Signals,Air,86 - 89  Transportation,Import,5167841,50.049,110339.2432
2023,U.S-Mexico Trade,Tobacco and Manufactured Tobacco,Rail,16 - 24  Foodstuffs,Export,171736,0,0
2017,U.S-Mexico Trade,Tools of Base Metal,Vessel,72 - 83  Metals,Import,1478323,354.295,781087.4065
2018,U.S-Mexico Trade,Not Knitted or Crocheted Apparel,Vessel,50 - 63  Textiles,Import,243885681,23105.573,50939110.48
2014,U.S-Mexico Trade,Iron and Steel,Other,72 - 83  Metals,Export,92840474,0,0
2017,U.S-Mexico Trade,Arms and Ammunition and Parts,Air,90 - 97  Miscellaneous,Import,15399511,33.978,74908.7254
2015,U.S-Mexico Trade,Ores; Slag and Ash,Rail,25 - 27  Mineral Products,Import,27540599,182730.898,402853000
2024,U.S-Mexico Trade,Pearls; Stones; Metals and Imitation Jewelry,Other,68 - 71  Stone / Glass,Import,16087651,3.009,6633.7119
2019,U.S-Mexico Trade,Arms and Ammunition and Parts,Other,90 - 97  Miscellaneous,Export,16242781,0,0
2020,U.S-Mexico Trade,Beverages; Spirits and Vinegar,Rail,16 - 24  Foodstuffs,Export,698013299,0,0
2016,U.S-Mexico Trade,Essential Oils and Resinoids,Truck,28 - 38  Chemicals & Allied Industries,Import,2205339441,448622.607,989044354.8
2021,U.S-Mexico Trade,Miscellaneous Edible Preparations,Other,16 - 24  Foodstuffs,Import,8226,0.801,1765.9041
2020,U.S-Mexico Trade,Vegetable Plaiting Materials,Air,06 - 15  Vegetable Products,Export,39248,14.222,31354.1683
2017,U.S-Mexico Trade,Electrical Machinery; Equipment and Parts,Foreign Trade Zones,84 - 85  Machinery / Electrical,Import,1169947971,26310.667,58005138.97
2023,U.S-Mexico Trade,Locomotives and Traffic Signals,Truck,86 - 89  Transportation,Export,1488318061,0,0
2014,U.S-Mexico Trade,Cork and Articles,Rail,44 - 49  Wood & Wood Products,Export,22757,0,0
2020,U.S-Mexico Trade,Miscellaneous Edible Preparations,Foreign Trade Zones,16 - 24  Foodstuffs,Import,683674,1508.054,3324692.675
2013,U.S-Mexico Trade,Printed Books,Air,44 - 49  Wood & Wood Products,Export,116641667,3312.918,7303739.894
2016,U.S-Mexico Trade,Inorganic Chemicals,Pipeline,28 - 38  Chemicals & Allied Industries,Import,22801498,775664.068,1710047946
2017,U.S-Mexico Trade,Rubber and Articles,Other,39 - 40  Plastics / Rubbers,Export,676511204,0,0
2020,U.S-Mexico Trade,Measuring and Testing Instruments,Air,90 - 97  Miscellaneous,Export,2969211745,8582.991,18922271.48
2019,U.S-Mexico Trade,Miscellaneous Articles of Base Metals,Air,72 - 83  Metals,Export,110779111,3078.534,6787011.202
2017,U.S-Mexico Trade,Salt; Sulfur; Plaster and Cement,Other,25 - 27  Mineral Products,Export,76992441,0,0
2015,U.S-Mexico Trade,Locomotives and Traffic Signals,Truck,86 - 89  Transportation,Import,337486716,129938.325,286465204.4
2022,U.S-Mexico Trade,Carpets and Other Textile Floor Coverings,Air,50 - 63  Textiles,Import,928304,33.13,73039.2035
2023,U.S-Mexico Trade,Ores; Slag and Ash,Rail,25 - 27  Mineral Products,Export,1741003940,0,0
2020,U.S-Mexico Trade,Arms and Ammunition and Parts,Truck,90 - 97  Miscellaneous,Import,233231481,20031.307,44161508.57
2021,U.S-Mexico Trade,Pearls; Stones; Metals and Imitation Jewelry,Air,68 - 71  Stone / Glass,Export,6691501185,827.168,1823594.744
2024,U.S-Mexico Trade,Ceramic Products,Mail,68 - 71  Stone / Glass,Export,141290,0,0
2021,U.S-Mexico Trade,Arms and Ammunition and Parts,Air,90 - 97  Miscellaneous,Export,21657981,352.555,777251.3529
2020,U.S-Mexico Trade,Iron and Steel,Truck,72 - 83  Metals,Export,4198723659,0,0
2023,U.S-Mexico Trade,Carpets and Other Textile Floor Coverings,Vessel,50 - 63  Textiles,Import,85701,7.904,17425.3492
2024,U.S-Mexico Trade,Straw and Basketware,Truck,44 - 49  Wood & Wood Products,Export,8936968,0,0
2016,U.S-Mexico Trade,Articles of Leather and Handbags,Air,"41 - 43  Raw Hides, Skins, Leather, & Furs",Export,38721576,791.235,1744375.981
2021,U.S-Mexico Trade,Other Made up Textile Articles,Rail,50 - 63  Textiles,Export,8062610,0,0
2018,U.S-Mexico Trade,Ships and Boats,Other,86 - 89  Transportation,Export,36266800,0,0
2017,U.S-Mexico Trade,Cocoa and Cocoa Preparations,Mail,16 - 24  Foodstuffs,Export,8597,0,0
2013,U.S-Mexico Trade,Inorganic Chemicals,Truck,28 - 38  Chemicals & Allied Industries,Export,1570462624,0,0
2014,U.S-Mexico Trade,Locomotives and Traffic Signals,Air,86 - 89  Transportation,Export,7760712,1162.776,2563484.357
2016,U.S-Mexico Trade,Miscellaneous Chemical Products,Rail,28 - 38  Chemicals & Allied Industries,Export,1098325651,0,0
2023,U.S-Mexico Trade,Miscellaneous Articles of Base Metals,Rail,72 - 83  Metals,Import,59320966,31892.883,70311828.69
2017,U.S-Mexico Trade,Cocoa and Cocoa Preparations,Vessel,16 - 24  Foodstuffs,Export,2238903,492.34,1085424.786
2023,U.S-Mexico Trade,Man-made Staple Fibers,Air,50 - 63  Textiles,Import,740263,22.003,48508.3484
2013,U.S-Mexico Trade,Essential Oils and Resinoids,Foreign Trade Zones,28 - 38  Chemicals & Allied Industries,Import,1635612,365.76,806363.4271
2016,U.S-Mexico Trade,Other Vegetable Fibers and Paper Yarn,Air,50 - 63  Textiles,Export,507072,10.613,23397.6764
2022,U.S-Mexico Trade,Animal or Vegetable Fats and Oils,Foreign Trade Zones,06 - 15  Vegetable Products,Import,412539,382.081,842345.1027
2024,U.S-Mexico Trade,Ceramic Products,Vessel,68 - 71  Stone / Glass,Export,1270787,3215.9,7089851.671
2021,U.S-Mexico Trade,Wood and Articles,Vessel,44 - 49  Wood & Wood Products,Import,46891012,368496.575,812396548
2018,U.S-Mexico Trade,Measuring and Testing Instruments,Rail,90 - 97  Miscellaneous,Import,137192185,10726.093,23647006.56
2024,U.S-Mexico Trade,Plastics and Articles,Air,39 - 40  Plastics / Rubbers,Export,517019719,9770.44,21540150.58
2021,U.S-Mexico Trade,Lac; Gums; Resins and Saps,Rail,06 - 15  Vegetable Products,Export,31059904,0,0
2023,U.S-Mexico Trade,Oil Seeds and Oleaginous Fruits,Other,06 - 15  Vegetable Products,Import,4572,39.752,87638.2298
2015,U.S-Mexico Trade,Not Knitted or Crocheted Apparel,Truck,50 - 63  Textiles,Import,2505898007,149864.557,330395062.1
2024,U.S-Mexico Trade,Mineral Fuels; Oils and Waxes,Pipeline,25 - 27  Mineral Products,Export,14478503663,0,0
2014,U.S-Mexico Trade,Feathers and Down,Air,64 - 67  Footwear / Headgear,Export,3492099,198.593,437822.9707
2014,U.S-Mexico Trade,Musical Instruments and Parts,Vessel,90 - 97  Miscellaneous,Export,276645,15.669,34544.2596
2014,U.S-Mexico Trade,Preparations of Cereals and Flour,Air,16 - 24  Foodstuffs,Export,1255243,381.253,840519.6722
2022,U.S-Mexico Trade,Oil Seeds and Oleaginous Fruits,Vessel,06 - 15  Vegetable Products,Import,8292486,4823.719,10634488.7
2023,U.S-Mexico Trade,Impregnated Fabrics,Rail,50 - 63  Textiles,Import,3554261,629.568,1387960.986
2015,U.S-Mexico Trade,Coffee; Tea and Spices,Air,06 - 15  Vegetable Products,Export,762179,78.505,173074.037
2018,U.S-Mexico Trade,Articles of Iron and Steel,Foreign Trade Zones,72 - 83  Metals,Import,75016132,61636.084,135884415.9
2022,U.S-Mexico Trade,Not Knitted or Crocheted Apparel,Vessel,50 - 63  Textiles,Import,215802304,19955.727,43994883.06
2015,U.S-Mexico Trade,Tanning or Dyeing Extracts,Air,28 - 38  Chemicals & Allied Industries,Export,23451298,1814.871,4001108.907
2020,U.S-Mexico Trade,Wood and Articles,Other,44 - 49  Wood & Wood Products,Import,18568,104.455,230284.0437
2015,U.S-Mexico Trade,Preparations of Cereals and Flour,Vessel,16 - 24  Foodstuffs,Export,3068720,1358.329,2994605.281
2014,U.S-Mexico Trade,Special Woven Fabrics,Truck,50 - 63  Textiles,Export,240429844,0,0
2013,U.S-Mexico Trade,Mineral Fuels; Oils and Waxes,Vessel,25 - 27  Mineral Products,Import,54028034228,73791197.82,1.62682E+11
2013,U.S-Mexico Trade,Miscellaneous Manufactured Articles,Air,90 - 97  Miscellaneous,Import,2268066,67.659,149162.6795
2024,U.S-Mexico Trade,Lac; Gums; Resins and Saps,Other,06 - 15  Vegetable Products,Export,4572972,0,0
2015,U.S-Mexico Trade,Footwear,Vessel,64 - 67  Footwear / Headgear,Export,5334821,229.188,505273.4597
2013,U.S-Mexico Trade,Tanning or Dyeing Extracts,Rail,28 - 38  Chemicals & Allied Industries,Import,104806307,40543.82,89383895.66
2022,U.S-Mexico Trade,Silk,Truck,50 - 63  Textiles,Import,1995086,30.178,66531.1538
2013,U.S-Mexico Trade,Other Base Metals and Cermets,Other,72 - 83  Metals,Export,4756027,0,0
2013,U.S-Mexico Trade,Soap and Organic Surface-Active Agents,Vessel,28 - 38  Chemicals & Allied Industries,Export,12360039,5593.13,12330750.98
2021,U.S-Mexico Trade,Works of Art and Antiques,Truck,90 - 97  Miscellaneous,Export,118363968,0,0
2015,U.S-Mexico Trade,Rubber and Articles,Rail,39 - 40  Plastics / Rubbers,Import,474336869,115091.684,253733937.1
2023,U.S-Mexico Trade,Electrical Machinery; Equipment and Parts,Truck,84 - 85  Machinery / Electrical,Export,68196755051,0,0
2022,U.S-Mexico Trade,Edible Fruit and Nuts,Air,06 - 15  Vegetable Products,Import,392112,59.896,132048.1835
2023,U.S-Mexico Trade,Malts; Starches and Inulin,Vessel,06 - 15  Vegetable Products,Import,6291052,7665.978,16900602.3
2020,U.S-Mexico Trade,Works of Art and Antiques,Air,90 - 97  Miscellaneous,Import,94926320,145.263,320250.3494
2014,U.S-Mexico Trade,Inorganic Chemicals,Air,28 - 38  Chemicals & Allied Industries,Import,180706296,266.74,588061.5116
2017,U.S-Mexico Trade,Food Residues and Waste,Other,16 - 24  Foodstuffs,Export,50782300,0,0
2019,U.S-Mexico Trade,Ships and Boats,Rail,86 - 89  Transportation,Export,107987,0,0
2023,U.S-Mexico Trade,Pharmaceutical Products,Vessel,28 - 38  Chemicals & Allied Industries,Export,252084514,2025.158,4464712.777
2013,U.S-Mexico Trade,Beverages; Spirits and Vinegar,Other,16 - 24  Foodstuffs,Export,236426795,0,0
2018,U.S-Mexico Trade,Miscellaneous Edible Preparations,Foreign Trade Zones,16 - 24  Foodstuffs,Import,398687,1105.508,2437229.933
2015,U.S-Mexico Trade,Salt; Sulfur; Plaster and Cement,Rail,25 - 27  Mineral Products,Import,350658395,3660084.665,8069112032
2015,U.S-Mexico Trade,Miscellaneous Articles of Base Metals,Truck,72 - 83  Metals,Import,2487400839,416414.965,918038600.7
2024,U.S-Mexico Trade,Sugars and Sugar Confectionery,Truck,16 - 24  Foodstuffs,Import,2499922635,981904.848,2164731406
2021,U.S-Mexico Trade,Copper and Articles,Rail,72 - 83  Metals,Import,734860288,80441.941,177344267.5
2019,U.S-Mexico Trade,Man-made Filaments,Air,50 - 63  Textiles,Export,4166098,295.404,651254.8638
2024,U.S-Mexico Trade,Preparations of Fish and Meat,Truck,16 - 24  Foodstuffs,Export,1509591109,0,0
2013,U.S-Mexico Trade,Pearls; Stones; Metals and Imitation Jewelry,Truck,68 - 71  Stone / Glass,Import,9666017199,12728.575,28061727.26
2016,U.S-Mexico Trade,Coffee; Tea and Spices,Truck,06 - 15  Vegetable Products,Import,607947623,119528.436,263515308.9
2023,U.S-Mexico Trade,Not Knitted or Crocheted Apparel,Rail,50 - 63  Textiles,Import,264758,1.201,2647.7538
2013,U.S-Mexico Trade,Fertilizers,Truck,28 - 38  Chemicals & Allied Industries,Export,361921841,0,0
2016,U.S-Mexico Trade,Fish and Crustaceans,Vessel,01 - 05  Animal & Animal Products,Import,65569253,11022.889,24301330.26
2018,U.S-Mexico Trade,Toys; Games and Sport Equipment,Rail,90 - 97  Miscellaneous,Export,28976407,0,0
2023,U.S-Mexico Trade,Cereals,Other,06 - 15  Vegetable Products,Export,3709761,0,0
2020,U.S-Mexico Trade,Fish and Crustaceans,Air,01 - 05  Animal & Animal Products,Export,5087159,601.818,1326782.652
2015,U.S-Mexico Trade,Miscellaneous Chemical Products,Air,28 - 38  Chemicals & Allied Industries,Export,344734917,4296.892,9473032.999
2018,U.S-Mexico Trade,Photographic Goods,Air,28 - 38  Chemicals & Allied Industries,Import,261084,1.994,4396.0202
2013,U.S-Mexico Trade,Miscellaneous Chemical Products,Rail,28 - 38  Chemicals & Allied Industries,Import,405682296,333184.691,734547106.2
2016,U.S-Mexico Trade,Straw and Basketware,Air,44 - 49  Wood & Wood Products,Import,21260,1.236,2724.9155
2021,U.S-Mexico Trade,Edible Fruit and Nuts,Truck,06 - 15  Vegetable Products,Export,4796939948,0,0
2018,U.S-Mexico Trade,Pearls; Stones; Metals and Imitation Jewelry,Air,68 - 71  Stone / Glass,Export,2493527592,627.705,1383853.74
2014,U.S-Mexico Trade,Tin and Articles,Truck,72 - 83  Metals,Import,69016746,48207.505,106279442.7
2022,U.S-Mexico Trade,Dairy Products,Vessel,01 - 05  Animal & Animal Products,Export,79653469,20383.83,44938689.39
2024,U.S-Mexico Trade,Nickel and Articles,Other,72 - 83  Metals,Export,8264447,0,0
2020,U.S-Mexico Trade,Preparations of Cereals and Flour,Air,16 - 24  Foodstuffs,Import,53159,13.571,29918.9574
2014,U.S-Mexico Trade,Ships and Boats,Rail,86 - 89  Transportation,Import,6615416,719.765,1586811.494
2022,U.S-Mexico Trade,Impregnated Fabrics,Air,50 - 63  Textiles,Import,4914027,74.079,163316.3663
2023,U.S-Mexico Trade,Wood and Articles,Foreign Trade Zones,44 - 49  Wood & Wood Products,Import,1487211,2501.439,5514733.505
2024,U.S-Mexico Trade,Wadding; Felt and Nonwovens,Other,50 - 63  Textiles,Import,328752,4.855,10703.4514
2018,U.S-Mexico Trade,Mineral Fuels; Oils and Waxes,Rail,25 - 27  Mineral Products,Export,4347937499,0,0
2020,U.S-Mexico Trade,Zinc and Articles,Other,72 - 83  Metals,Export,5065984,0,0
2022,U.S-Mexico Trade,Edible Vegetables and Roots,Air,06 - 15  Vegetable Products,Import,5805671,985.178,2171947.474
2020,U.S-Mexico Trade,Electrical Machinery; Equipment and Parts,Truck,84 - 85  Machinery / Electrical,Export,49895127221,0,0
2020,U.S-Mexico Trade,Copper and Articles,Truck,72 - 83  Metals,Import,2722766513,452466.859,997519486.6
2024,U.S-Mexico Trade,Plastics and Articles,Foreign Trade Zones,39 - 40  Plastics / Rubbers,Import,77361086,69233.759,152634435.8
2024,U.S-Mexico Trade,Umbrellas and Walking Sticks,Rail,64 - 67  Footwear / Headgear,Export,37582,0,0
2021,U.S-Mexico Trade,Preparations of Cereals and Flour,Vessel,16 - 24  Foodstuffs,Import,38039261,12352.835,27233361.7
2024,U.S-Mexico Trade,Man-made Staple Fibers,Vessel,50 - 63  Textiles,Import,10987780,6280.598,13846359.72
2016,U.S-Mexico Trade,Miscellaneous Articles of Base Metals,Other,72 - 83  Metals,Export,393219635,0,0
2018,U.S-Mexico Trade,Other Made up Textile Articles,Foreign Trade Zones,50 - 63  Textiles,Import,906968,60.943,134356.4255
2023,U.S-Mexico Trade,Toys; Games and Sport Equipment,Rail,90 - 97  Miscellaneous,Import,54101183,10337.185,22789610.48
2017,U.S-Mexico Trade,Stone; Plaster; Cement and Asbestos,Truck,68 - 71  Stone / Glass,Import,1480542337,1913992.776,4219635214
2013,U.S-Mexico Trade,Measuring and Testing Instruments,Rail,90 - 97  Miscellaneous,Import,178374767,26291.577,57963052.7
2021,U.S-Mexico Trade,Paper and Paperboard,Foreign Trade Zones,44 - 49  Wood & Wood Products,Import,7922644,1768.698,3899314.801
